productividad,edad,sexo,hijos,años_empresa,satisfaccion_equipo,horas_formacion_mes,distancia_oficina_km,departamento,estres_reportado,bono_anual,jornada_continua
24,32,Mujer,Sí,8,10,2.0,3.5,IT,8,1.2,Sí
32,24,Hombre,Sí,1,7,28.3,0.2,Ventas,2,5.1,Sí
27,44,No binario,Sí,1,5,30.0,0.4,IT,9,2.2,Sí
23,47,Hombre,No,2,9,8.5,1.5,Ventas,10,3.7,No
29,25,Mujer,No,15,4,17.0,3.9,IT,1,1.8,No
24,39,Hombre,No,18,3,1.9,6.7,Ventas,8,3.9,Sí
28,27,Hombre,Sí,3,2,28.6,4.6,Ventas,5,5.9,No
22,56,Hombre,No,22,1,1.2,2.5,Ventas,2,8.3,Sí
24,43,Mujer,Sí,24,6,0.9,0.6,Operaciones,8,1.4,Sí
23,64,Mujer,No,17,10,1.0,7.6,IT,5,3.1,No
21,36,Mujer,No,19,2,6.8,2.3,IT,10,0.9,No
27,43,Mujer,No,24,8,12.1,6.7,IT,10,6.6,No
30,58,Mujer,No,29,6,3.7,3.6,Marketing,3,7.3,Sí
30,63,Mujer,No,17,5,30.0,6.7,Operaciones,7,3.7,No
20,33,Mujer,Sí,9,2,4.6,11.9,Ventas,4,1.9,No
17,63,Mujer,No,10,7,1.3,12.7,IT,10,1.2,No
26,59,Mujer,No,28,2,5.0,3.8,Operaciones,6,3.0,No
19,39,Mujer,Sí,16,5,9.1,3.6,IT,10,1.4,No
23,56,Hombre,No,25,2,14.3,1.5,Ventas,8,5.2,No
29,51,Mujer,No,23,10,4.9,13.7,Ventas,1,5.3,No
27,45,Mujer,No,24,2,7.2,3.1,Ventas,2,2.4,No
24,63,Hombre,Sí,22,7,2.5,0.7,Operaciones,8,1.7,No
32,51,Hombre,Sí,23,9,8.3,2.8,IT,7,4.1,Sí
30,35,Hombre,No,19,5,30.0,0.7,Operaciones,10,6.2,No
18,27,Mujer,Sí,15,7,0.4,3.5,Operaciones,9,4.7,No
26,24,Mujer,No,19,4,17.4,4.1,IT,2,5.4,No
17,37,Hombre,No,12,2,6.6,2.1,Ventas,8,7.1,No
23,28,Mujer,No,1,3,2.3,0.4,Ventas,6,4.4,No
28,35,Mujer,No,23,2,24.8,14.4,IT,1,6.3,No
20,30,Hombre,No,30,5,5.3,7.4,IT,4,2.1,No
24,36,Mujer,Sí,26,6,3.2,9.1,Marketing,2,1.1,No
24,42,No binario,Sí,1,7,1.6,2.3,IT,7,1.6,Sí
22,56,Mujer,No,24,3,2.2,7.2,Operaciones,9,10.0,No
29,23,Mujer,No,13,4,14.3,3.3,IT,6,9.4,No
31,48,No binario,No,3,8,7.6,1.1,Marketing,4,2.4,No
23,23,Mujer,No,16,4,19.6,0.7,Operaciones,5,8.5,No
32,56,Hombre,No,12,7,2.1,2.1,Ventas,1,4.5,Sí
26,39,Mujer,Sí,3,6,1.0,0.7,Ventas,4,3.8,Sí
15,35,Mujer,Sí,2,7,0.0,31.8,Ventas,10,7.1,No
21,41,Mujer,Sí,11,1,5.7,0.3,Ventas,3,1.7,No
24,39,Hombre,No,21,3,30.0,2.9,IT,9,3.2,No
25,31,Mujer,No,22,6,9.5,3.0,IT,6,4.5,Sí
27,46,Hombre,No,7,3,2.9,1.8,IT,4,9.4,No
28,23,Mujer,No,1,7,16.8,4.2,Operaciones,3,14.3,No
27,46,Hombre,No,5,9,12.2,0.8,Ventas,4,1.8,No
22,54,Hombre,No,30,3,0.1,7.7,IT,8,2.1,No
24,57,Hombre,Sí,21,1,13.6,2.0,Ventas,5,7.0,Sí
29,52,Hombre,No,9,10,2.9,4.5,IT,1,15.0,No
24,35,Mujer,No,11,6,1.3,6.3,IT,5,2.3,No
15,22,Mujer,Sí,20,1,2.1,11.0,Operaciones,8,2.3,No
22,37,Mujer,No,9,1,5.1,9.0,IT,4,2.8,No
26,24,Hombre,No,9,8,4.4,4.7,Ventas,2,2.2,No
31,56,Hombre,Sí,22,9,2.7,2.5,IT,3,2.2,No
15,62,Mujer,No,2,2,1.5,3.5,Ventas,9,3.6,No
27,27,Mujer,No,19,9,11.5,7.3,Ventas,7,3.6,Sí
30,46,Hombre,Sí,9,5,30.0,10.5,Marketing,3,1.5,No
28,34,Mujer,No,28,8,12.0,0.5,Ventas,5,6.2,Sí
23,55,Hombre,Sí,8,7,2.8,2.4,IT,3,6.8,Sí
24,29,Mujer,No,19,7,2.2,7.5,Marketing,10,1.1,Sí
23,42,Mujer,Sí,18,4,2.0,2.8,IT,4,3.8,Sí
23,55,Hombre,No,13,2,1.2,2.0,Ventas,8,5.9,Sí
27,25,Hombre,No,1,5,6.4,2.6,Operaciones,3,3.6,No
29,46,Mujer,Sí,4,3,7.4,4.6,IT,3,3.0,Sí
27,36,Hombre,No,19,9,9.8,42.7,RRHH,8,3.4,No
20,25,Hombre,No,28,6,9.1,3.4,IT,10,5.7,No
20,33,Mujer,No,28,1,2.8,1.2,IT,10,7.1,Sí
15,53,Hombre,No,7,3,3.2,0.9,IT,7,1.9,No
22,53,Hombre,No,6,4,9.2,0.2,IT,7,2.5,No
23,49,Mujer,Sí,5,9,3.4,4.1,Ventas,10,4.0,No
27,34,Mujer,Sí,10,6,1.9,3.9,IT,2,3.2,No
24,52,Mujer,No,11,4,3.8,1.1,Operaciones,7,5.2,No
20,35,Mujer,No,17,1,2.5,5.9,Marketing,10,1.2,No
22,41,Mujer,Sí,18,8,0.7,6.8,Ventas,10,7.3,No
24,39,Mujer,No,9,2,14.2,1.5,IT,3,3.7,No
30,50,Hombre,Sí,24,8,15.3,2.1,Operaciones,7,1.4,No
21,27,Mujer,No,28,6,2.0,23.3,Marketing,4,5.7,No
22,53,No binario,Sí,24,8,0.5,2.3,Ventas,8,2.2,Sí
27,50,Hombre,Sí,30,6,10.7,7.2,Operaciones,8,3.7,No
24,64,Hombre,No,20,5,1.9,3.0,IT,6,2.8,Sí
23,23,Mujer,Sí,13,5,4.0,7.9,IT,3,5.7,No
26,44,Hombre,No,2,10,0.5,7.3,IT,6,2.2,No
32,40,Hombre,Sí,17,10,2.1,5.5,Operaciones,6,1.6,No
34,52,Mujer,No,23,8,12.6,9.6,Operaciones,3,4.0,No
29,26,No binario,No,14,7,13.1,14.0,Operaciones,4,1.4,No
29,40,Hombre,Sí,5,8,1.9,4.3,Ventas,2,1.0,No
27,55,Hombre,No,9,8,3.3,1.4,Operaciones,1,3.4,No
22,31,Hombre,No,26,7,1.2,2.5,Ventas,2,2.6,No
15,46,Mujer,No,11,2,0.6,7.1,IT,7,1.2,No
35,23,Hombre,No,6,9,30.0,5.3,IT,10,2.0,Sí
28,32,Hombre,No,16,7,8.5,1.0,IT,5,6.7,No
20,52,Hombre,Sí,0,6,6.2,0.3,Marketing,9,4.0,No
29,36,Hombre,Sí,25,9,11.6,5.7,IT,3,3.8,Sí
23,30,Mujer,No,17,1,14.7,1.4,Operaciones,2,4.3,No
25,44,Mujer,No,25,2,13.1,3.5,Ventas,4,2.4,Sí
19,40,Mujer,Sí,14,1,0.1,6.9,IT,2,1.7,No
28,30,Mujer,No,18,10,1.7,4.1,Operaciones,7,7.2,Sí
26,56,Hombre,No,27,3,8.5,0.4,Ventas,10,6.2,No
25,42,Mujer,No,0,5,3.8,1.0,Marketing,6,1.4,Sí
27,30,Mujer,Sí,29,1,30.0,1.2,Marketing,8,3.3,No
30,49,Hombre,No,4,4,8.8,1.5,IT,5,2.9,No
34,28,Mujer,Sí,14,8,25.1,4.2,Marketing,2,5.7,No
24,37,Hombre,No,30,6,1.8,3.5,Ventas,4,2.3,No
21,37,Mujer,No,2,1,16.0,1.1,Operaciones,1,1.3,No
22,54,Hombre,No,0,1,3.1,0.3,Ventas,2,1.0,No
32,25,No binario,Sí,7,3,30.0,0.9,IT,4,4.1,Sí
27,25,Hombre,Sí,11,10,1.4,20.8,Ventas,6,2.4,Sí
31,60,Mujer,No,26,8,5.8,3.2,IT,4,5.4,Sí
30,61,Mujer,No,21,8,12.6,10.1,Marketing,4,2.9,No
17,38,Mujer,Sí,24,3,4.5,9.4,Operaciones,10,3.5,No
26,58,Hombre,No,18,7,5.1,3.6,Marketing,10,8.8,No
26,60,Mujer,Sí,24,3,30.0,6.1,IT,2,1.6,No
23,50,Mujer,Sí,24,4,4.4,1.1,Operaciones,9,4.2,No
26,57,Hombre,Sí,30,9,7.4,5.8,IT,10,4.3,Sí
24,59,Hombre,Sí,11,4,0.4,1.6,IT,8,11.9,Sí
26,60,Mujer,Sí,30,3,14.8,8.9,IT,8,11.0,No
28,58,Mujer,No,12,5,8.4,0.4,IT,5,1.8,Sí
29,56,Hombre,No,27,7,4.1,7.4,RRHH,3,3.1,No
28,28,Hombre,No,0,5,0.1,0.5,Ventas,6,1.6,Sí
27,48,Hombre,Sí,18,4,7.2,10.7,IT,9,4.1,No
26,49,Mujer,Sí,5,8,0.1,1.8,Marketing,8,4.6,No
22,43,Mujer,Sí,7,4,0.0,5.3,Operaciones,7,1.3,No
20,35,Mujer,Sí,3,2,7.7,3.3,Operaciones,8,3.9,No
29,28,No binario,No,4,10,1.7,2.3,IT,4,1.4,No
30,58,Hombre,No,24,6,1.7,5.2,Marketing,6,0.8,Sí
23,43,Hombre,Sí,21,2,8.5,14.7,IT,5,3.2,Sí
21,26,Hombre,Sí,27,3,0.4,0.2,IT,2,10.4,Sí
16,23,Hombre,Sí,6,1,3.0,12.6,Operaciones,8,3.2,No
27,48,Mujer,Sí,22,5,1.3,4.7,Operaciones,3,3.9,No
31,42,Mujer,No,3,9,6.9,8.2,Operaciones,5,3.3,Sí
19,59,Hombre,Sí,19,2,8.7,2.4,Ventas,8,1.3,No
27,36,Hombre,No,3,7,10.2,3.2,Operaciones,9,3.2,No
22,42,Mujer,No,29,5,2.4,10.2,Operaciones,9,3.7,No
20,31,Mujer,No,14,2,0.7,2.7,IT,5,3.9,No
26,44,Hombre,No,26,8,0.7,3.8,IT,2,0.8,No
29,60,No binario,No,20,6,4.4,0.1,RRHH,7,1.4,No
26,26,Mujer,Sí,4,4,23.3,0.9,IT,7,6.6,No
23,22,Hombre,No,23,4,2.0,5.1,Operaciones,8,3.8,No
22,34,Mujer,No,8,2,2.4,6.3,IT,8,3.2,Sí
22,42,Hombre,Sí,1,3,0.9,4.4,Marketing,5,5.0,Sí
31,47,Mujer,No,26,7,7.4,0.8,RRHH,1,9.5,No
27,42,No binario,No,6,3,9.1,2.9,IT,4,12.1,Sí
31,39,Mujer,No,16,5,8.2,2.2,Operaciones,4,2.9,No
33,58,Mujer,Sí,15,10,15.8,3.4,IT,3,0.7,No
19,53,Hombre,Sí,16,6,5.3,10.2,IT,8,2.6,No
26,57,Mujer,No,19,6,1.2,7.5,Ventas,3,8.0,Sí
24,38,Mujer,Sí,25,4,2.7,0.4,IT,5,5.7,No
29,56,Mujer,No,22,6,8.7,11.1,Marketing,2,1.1,No
24,32,Mujer,No,1,3,7.6,3.2,Operaciones,6,2.4,Sí
24,42,No binario,Sí,10,7,6.1,6.8,IT,6,1.1,No
24,47,Mujer,No,1,7,9.2,0.8,IT,8,1.5,Sí
25,25,Hombre,No,0,4,8.1,5.6,Ventas,8,4.5,No
29,55,No binario,Sí,25,2,17.1,1.3,Marketing,1,4.7,Sí
30,39,Mujer,No,1,7,7.1,2.9,Operaciones,5,5.2,No
27,61,Mujer,No,28,3,12.1,0.1,Marketing,2,5.3,No
17,56,Mujer,No,30,1,2.3,0.8,Marketing,10,2.9,No
25,62,Hombre,No,22,2,9.1,0.5,IT,5,3.6,No
25,50,Hombre,No,8,10,18.6,1.4,Ventas,10,6.5,No
22,50,Mujer,No,21,9,3.9,0.5,Marketing,9,0.4,Sí
33,59,Mujer,No,25,8,12.1,5.9,Marketing,4,1.2,No
24,63,Hombre,No,1,6,10.3,0.1,Marketing,8,4.5,Sí
21,42,Mujer,No,27,6,0.5,4.8,Operaciones,1,4.2,No
21,63,Hombre,No,14,1,7.0,0.8,RRHH,8,9.6,No
19,34,Mujer,Sí,9,2,1.1,14.5,RRHH,6,2.4,No
27,62,Hombre,No,14,4,27.4,13.5,Operaciones,8,1.4,Sí
28,38,Hombre,No,9,3,13.3,1.3,Operaciones,6,5.2,Sí
22,30,Hombre,Sí,28,1,0.9,4.8,IT,3,4.1,No
31,62,Hombre,No,24,8,1.0,0.1,Ventas,8,1.9,No
24,22,Mujer,Sí,22,7,7.2,13.4,IT,5,1.5,No
17,23,Hombre,Sí,26,4,3.4,3.7,RRHH,10,0.9,No
33,50,Hombre,No,16,9,0.3,0.2,Ventas,5,6.9,Sí
26,54,Mujer,No,27,4,6.2,2.1,Ventas,7,5.2,No
20,31,Mujer,Sí,8,1,3.9,0.4,Ventas,6,1.2,Sí
26,61,Hombre,No,17,10,0.9,2.5,Marketing,9,1.5,Sí
25,42,No binario,No,3,1,13.0,5.5,IT,7,1.4,Sí
22,49,Hombre,Sí,8,1,19.7,3.2,IT,3,0.8,No
27,32,Mujer,No,15,1,11.3,2.4,Ventas,5,3.6,Sí
19,55,Mujer,No,3,4,13.8,0.6,Marketing,9,5.0,No
16,29,Hombre,No,15,1,2.0,1.4,IT,10,3.0,Sí
25,43,Hombre,No,18,2,2.4,0.5,IT,2,7.1,Sí
30,29,Hombre,No,0,4,1.9,8.2,Marketing,1,5.8,No
25,36,Hombre,Sí,22,7,11.6,0.7,IT,8,2.5,No
22,38,Mujer,Sí,30,2,23.6,4.5,IT,8,2.2,No
32,44,Hombre,No,5,8,10.1,2.1,Marketing,2,0.8,No
29,45,Hombre,No,9,7,17.1,1.3,IT,8,6.2,Sí
24,40,Hombre,Sí,15,9,8.1,5.1,RRHH,5,1.3,No
28,26,Hombre,No,3,6,3.9,3.1,Ventas,2,5.9,No
23,53,Mujer,No,21,4,4.4,2.6,Ventas,7,2.1,No
23,65,Hombre,Sí,21,6,0.6,4.5,RRHH,7,4.8,No
23,22,Mujer,Sí,12,4,0.3,3.4,Marketing,3,2.3,No
33,44,Hombre,Sí,15,7,9.5,1.8,Ventas,1,1.7,Sí
29,58,Hombre,No,19,9,4.6,4.1,Ventas,4,4.6,Sí
22,29,Mujer,Sí,29,3,6.4,5.5,RRHH,2,1.8,No
20,34,Hombre,No,28,3,6.5,0.1,RRHH,4,5.0,Sí
19,29,Mujer,No,5,2,2.6,3.1,IT,8,5.4,No
21,44,Mujer,No,25,1,5.2,0.3,Marketing,2,3.1,No
21,64,Hombre,Sí,10,1,5.1,1.0,Ventas,1,5.7,No
19,22,Hombre,No,23,3,3.9,4.1,IT,3,0.9,No
28,45,Hombre,No,28,7,13.7,10.1,Ventas,10,1.4,Sí
21,56,Hombre,No,2,9,4.8,10.7,IT,7,4.9,No
19,45,Hombre,No,19,2,7.4,0.4,Ventas,6,2.3,No
29,38,Hombre,No,9,7,18.1,2.7,IT,6,1.4,No
24,26,Hombre,No,28,1,16.1,4.4,IT,7,3.4,No
26,41,Mujer,Sí,27,2,17.7,0.8,IT,8,1.7,No
26,42,Mujer,Sí,29,6,2.5,7.3,Ventas,3,4.7,No
25,61,Mujer,Sí,30,5,0.3,6.8,IT,3,1.3,No
21,52,Hombre,No,0,8,2.4,11.7,RRHH,10,2.3,Sí
22,57,Hombre,Sí,19,2,2.6,0.0,IT,8,10.3,No
21,32,Mujer,Sí,10,1,19.2,1.2,Marketing,7,0.9,No
29,36,Mujer,No,25,7,8.4,8.8,IT,10,2.0,Sí
25,40,Mujer,Sí,25,6,0.7,5.6,IT,5,2.2,Sí
30,28,Hombre,Sí,11,8,1.2,11.2,IT,4,7.6,No
30,49,Mujer,Sí,13,8,1.4,0.3,Operaciones,6,7.4,Sí
26,64,Mujer,No,24,2,8.0,4.5,Ventas,9,1.7,Sí
29,26,Hombre,No,7,8,10.6,4.2,Ventas,6,5.2,No
26,26,Hombre,Sí,10,6,15.7,0.2,Marketing,8,2.9,Sí
39,51,Mujer,No,3,9,22.6,3.6,Operaciones,1,2.9,Sí
26,53,Hombre,No,27,7,1.8,4.7,Operaciones,6,3.5,No
19,29,Hombre,No,6,2,3.0,1.1,IT,2,2.6,No
30,31,Mujer,No,9,8,2.2,1.6,IT,3,1.1,No
29,59,Mujer,No,18,9,3.6,5.1,Marketing,6,6.1,No
32,53,Hombre,No,24,7,19.7,3.2,IT,2,1.3,No
26,49,Hombre,Sí,25,4,6.8,9.8,Marketing,4,3.8,No
30,38,Hombre,Sí,3,9,10.7,2.1,Operaciones,6,1.5,Sí
27,52,Mujer,Sí,1,4,5.4,1.6,Marketing,5,4.4,Sí
17,29,Hombre,No,25,4,0.2,21.0,IT,6,3.6,No
31,61,No binario,No,20,9,0.5,12.1,IT,6,2.2,No
29,46,Hombre,No,17,8,6.2,0.1,Marketing,8,8.4,No
20,30,Hombre,Sí,13,4,10.1,7.4,IT,9,2.9,No
24,23,Mujer,No,25,8,1.9,0.6,IT,5,2.9,No
31,36,Mujer,No,15,8,10.2,0.1,Ventas,6,3.7,Sí
33,24,Hombre,No,21,7,13.3,1.6,Ventas,6,0.8,No
25,57,Hombre,No,10,10,4.2,1.6,IT,6,1.1,No
23,25,No binario,No,9,6,11.0,8.6,RRHH,2,6.5,No
23,35,Hombre,No,16,8,4.1,6.2,IT,4,9.1,Sí
30,62,Mujer,No,13,7,9.1,20.0,IT,1,5.8,No
33,62,Hombre,No,21,5,11.6,6.2,IT,1,4.6,No
